Date,Adj Close,Close,High,Low,Open,Volume
1/3/2023,124.36554,124.739998,126.370003,122.279999,122.82,35528500
1/4/2023,126.987656,127.370003,129.050003,125.849998,127.379997,32397100
1/5/2023,126.558945,126.940002,128.520004,124.540001,126.129997,25447100
1/6/2023,129.6297,130.020004,130.330002,126.040001,128.970001,27584500
1/9/2023,129.081345,129.470001,132.949997,129.279999,131.160004,26649100
1/10/2023,132.59079,132.990005,133.440002,127.150002,127.269997,28684400
1/11/2023,132.491089,132.889999,133.850006,130.339996,130.960007,25423000
1/12/2023,136.299622,136.710007,137.679993,131.759995,133.440002,30757700
1/13/2023,136.568802,136.979996,137.389999,134.839996,134.970001,22423800
1/17/2023,134.953674,135.360001,136.75,134.25,136.179993,21147600
1/18/2023,132.620697,133.020004,137.25,132.800003,135.809998,20215500
1/19/2023,135.741302,136.149994,137.449997,132.139999,132.490005,28625200
1/20/2023,138.95163,139.369995,139.940002,134.610001,135.889999,28688600
1/23/2023,142.839935,143.270004,143.759995,138.660004,139.289993,27470100
1/24/2023,142.710312,143.139999,145,141.360001,141.690002,21970200
1/25/2023,141.075241,141.5,143.169998,140.309998,141.220001,26622000
1/26/2023,146.857834,147.300003,147.509995,143.300003,144.399994,25482100
1/27/2023,151.2845,151.740005,153.190002,147.389999,148.240005,35771900
1/30/2023,146.618546,147.059998,151.119995,146.949997,149.410004,28040100
1/31/2023,148.522812,148.970001,149.880005,147.520004,147.949997,29842100
2/1/2023,152.660355,153.119995,153.580002,147.059998,148.029999,55661000
2/2/2023,188.203339,188.770004,197.160004,180.160004,183.380005,150475700
2/3/2023,185.970062,186.529999,196.770004,182.889999,183.470001,76809700
2/6/2023,185.50148,186.059998,190.699997,185.520004,186.529999,42483800
2/7/2023,191.044785,191.619995,193.779999,184.399994,185.580002,47080700
2/8/2023,182.879364,183.429993,190.830002,182.919998,190,36139100
2/9/2023,177.38591,177.919998,186.649994,177.270004,186.130005,37118800
2/10/2023,173.627213,174.149994,178.889999,173.350006,176.350006,33433600
2/13/2023,178.891388,179.429993,181,175.820007,178.220001,31463200
2/14/2023,178.941238,179.479996,181.509995,175.880005,177.160004,24034600
2/15/2023,176.628189,177.160004,178.190002,175.330002,176.419998,25308900
2/16/2023,171.922363,172.440002,175.850006,171.789993,172.75,25827500
2/17/2023,172.361053,172.880005,173.179993,169.699997,170.220001,24171300
2/21/2023,171.563461,172.080002,178.169998,171.880005,174.309998,34592600
2/22/2023,170.606323,171.119995,172.759995,169.690002,171.070007,22433200
2/23/2023,171.523544,172.039993,173.690002,169.380005,172,20017800
2/24/2023,169.87851,170.389999,170.720001,167.660004,168.639999,19791300
2/27/2023,169.031052,169.539993,173.119995,169.059998,171.880005,19277000
2/28/2023,174.414856,174.940002,177.550003,171.869995,171.899994,46051100
3/1/2023,172.899429,173.419998,177.850006,173.050003,174.589996,30998400
3/2/2023,174.006104,174.529999,175.009995,171.429993,172.380005,17352000
3/3/2023,184.693909,185.25,186.619995,177.050003,178.919998,45877700
3/6/2023,184.344955,184.899994,189.660004,184.639999,188,33209400
3/7/2023,183.956116,184.509995,190.360001,184.009995,189,36701500
3/8/2023,184.414749,184.970001,185.259995,181.339996,182.869995,19432400
3/9/2023,181.144592,181.690002,188.929993,180.300003,186.350006,26582800
3/10/2023,178.971146,179.509995,184.770004,178.800003,181.009995,25665000
3/13/2023,180.356949,180.899994,183.779999,174.820007,177.960007,24728000
3/14/2023,193.437576,194.020004,194.320007,186.559998,187.580002,41642600
3/15/2023,197.156372,197.75,197.779999,190.839996,192.949997,42123600
3/16/2023,204.314835,204.929993,205.759995,196.089996,198.259995,50447100
3/17/2023,195.022812,195.610001,201.899994,195.429993,200.559998,50141100
3/20/2023,197.216202,197.809998,199.360001,193.639999,198.479996,25186300
3/21/2023,201.553146,202.160004,203.550003,197.949997,203.199997,31827000
3/22/2023,199.210205,199.809998,207.369995,199.669998,202.5,28477800
3/23/2023,203.666779,204.279999,207.880005,202.149994,202.839996,27389700
3/24/2023,205.391571,206.009995,207.580002,203.550003,205.179993,27716400
3/27/2023,202.231094,202.839996,205.860001,201.360001,204.809998,18527200
3/28/2023,200.077576,200.679993,201.029999,197.899994,200.149994,19127300
3/29/2023,204.733582,205.350006,205.720001,202.539993,203.559998,18851100
3/30/2023,207.216095,207.839996,208.089996,202.820007,203.380005,22608300
3/31/2023,211.303787,211.940002,212.169998,206.770004,207.240005,25440300
4/3/2023,212.430389,213.070007,213.490005,208.199997,208.839996,17924600
4/4/2023,214.075439,214.720001,216.240005,212.539993,213.389999,21026400
4/5/2023,210.845169,211.479996,215.190002,209.940002,214.149994,19396600
4/6/2023,215.451309,216.100006,216.940002,208.649994,209.25,26104400
4/10/2023,214.105347,214.75,215.660004,210.660004,214.710007,16106100
4/11/2023,213.208069,213.850006,216.020004,213.410004,215.479996,16710100
4/12/2023,213.357605,214,216.839996,212.580002,214.839996,18972200
4/13/2023,219.688553,220.350006,221.149994,215.690002,215.729996,23310400
4/14/2023,220.825134,221.490005,222.110001,217.550003,217.880005,21591200
4/17/2023,218.203018,218.860001,220.979996,217.130005,219.789993,15481900
4/18/2023,217.235931,217.889999,220.440002,216.210007,219.910004,12281000
4/19/2023,215.052505,215.699997,217.330002,212.929993,213.470001,15898100
4/20/2023,212.430389,213.070007,216.75,212.770004,213.479996,16475400
4/21/2023,212.250946,212.889999,213.410004,209.580002,210.210007,17717200
4/24/2023,212.15123,212.789993,213.919998,210.710007,213.679993,15750900
4/25/2023,206.926971,207.550003,211.259995,207.130005,210.820007,19198200
4/26/2023,208.771423,209.399994,214.110001,208.880005,212.5,41992700
4/27/2023,237.843872,238.559998,241.690002,236.770004,239.889999,71196500
4/28/2023,239.598602,240.320007,240.429993,235.75,239.009995,39554000
5/1/2023,242.450012,243.179993,244,236.460007,238.619995,29143900
5/2/2023,238.521851,239.240005,244.919998,238.990005,243.179993,24350100
5/3/2023,236.318466,237.029999,241.75,232.75,239.470001,34463900
5/4/2023,232.819016,233.520004,238.199997,232.929993,236.059998,17889400
5/5/2023,232.081223,232.779999,234.679993,229.850006,232.240005,26978900
5/8/2023,232.569763,233.270004,235.619995,230.270004,231.419998,16400500
5/9/2023,232.669449,233.369995,235.880005,231.080002,231.460007,16865600
5/10/2023,232.380325,233.080002,236.75,230.720001,236.169998,19119000
5/11/2023,235.082184,235.789993,238.210007,232.300003,233.050003,20449000
5/12/2023,233.108139,233.809998,236.960007,231.449997,236.740005,16155300
5/15/2023,238.142975,238.860001,240.259995,235.330002,236.919998,20653200
5/16/2023,238.103104,238.820007,239.639999,235.520004,235.789993,18163800
5/17/2023,241.762085,242.490005,243.839996,238.139999,238.449997,21193100
5/18/2023,246.109009,246.850006,247.089996,241.190002,241.300003,22943300
5/19/2023,244.902634,245.639999,248.690002,243.410004,247.470001,21599800
5/22/2023,247.5746,248.320007,253.570007,245.119995,245.410004,27738500
5/23/2023,245.999329,246.740005,251.610001,246.649994,246.809998,17748100
5/24/2023,248.461914,249.210007,249.589996,244.949997,245.279999,17724300
5/25/2023,251.931473,252.690002,255.619995,249.169998,253.399994,22371400
5/26/2023,261.253387,262.040009,262.309998,252.710007,252.929993,25727200
5/30/2023,261.731934,262.519989,268.649994,261.290009,265.25,23816500
5/31/2023,263.925354,264.720001,265,258.450012,260,25473700
6/1/2023,271.791626,272.609985,274,265.890015,265.899994,25609500
6/2/2023,271.791626,272.609985,275.350006,271.119995,272.660004,19405300
6/5/2023,270.575317,271.390015,275.570007,269.559998,270.299988,20742900
6/6/2023,270.306152,271.119995,276.570007,269.690002,270.140015,19419000
6/7/2023,262.808746,263.600006,274.25,262.799988,271.670013,26163600
6/8/2023,263.785767,264.579987,267.649994,258.880005,260.619995,20899400
6/9/2023,264.154663,264.950012,267.950012,261.700012,262.480011,16938500
6/12/2023,270.236328,271.049988,271.75,265.329987,267.170013,15442500
6/13/2023,270.505554,271.320007,275.720001,269.089996,274.880005,16164000
6/14/2023,272.529419,273.350006,274.98999,268.320007,271.890015,19175100
6/15/2023,280.983948,281.829987,283.98999,271.420013,272.299988,25973500
6/16/2023,280.156464,281,287.850006,280.130005,284.75,43102500
6/20/2023,283.47644,284.329987,284.799988,276.220001,278.730011,20701600
6/21/2023,280.794586,281.640015,284,278.359985,283.529999,20556200
6/22/2023,284.024811,284.880005,285.26001,277.790009,279.079987,17563100
6/23/2023,287.863312,288.730011,289.670013,278.950012,281.51001,50988400
6/26/2023,277.634064,278.470001,289.790009,277.600006,288.700012,24232700
6/27/2023,286.188293,287.049988,289.350006,280.649994,282.01001,26108300
6/28/2023,284.433594,285.290009,289.549988,284.059998,284.820007,16722100
6/29/2023,280.684906,281.529999,286.570007,280.690002,284.5,15395700
6/30/2023,286.11853,286.980011,289.049988,284.420013,284.76001,19676000
7/3/2023,285.161377,286.019989,289.399994,284.850006,286.700012,8629300
7/5/2023,293.486359,294.369995,298.119995,286.359985,287.649994,33865500
7/6/2023,291.113495,291.98999,298.119995,291.309998,295.890015,47600500
7/7/2023,289.657867,290.529999,296.200012,288.660004,292.179993,25546200
7/10/2023,293.217163,294.100006,298.130005,287.049988,295.549988,37058300
7/11/2023,297.394562,298.290009,300.179993,291.899994,293.899994,27585900
7/12/2023,308.411407,309.339996,309.450012,300.100006,301.75,36677100
7/13/2023,312.469177,313.410004,316.23999,310.290009,313.619995,30281000
7/14/2023,307.94281,308.869995,314.880005,307.359985,311.790009,22576000
7/17/2023,309.687561,310.619995,311.709991,304.709991,307.540009,25323100
7/18/2023,311.113281,312.049988,314.200012,307.619995,310.880005,20764600
7/19/2023,315.061401,316.01001,318.679993,310.519989,313.029999,21763700
7/20/2023,301.611847,302.519989,315.540009,302.220001,313.5,23836900
7/21/2023,293.376678,294.26001,305.459991,291.200012,304.570007,42089700
7/24/2023,290.734619,291.609985,297.519989,288.299988,295.779999,24915700
7/25/2023,293.58606,294.470001,298.299988,291.859985,295.190002,19585600
7/26/2023,297.673737,298.570007,301.769989,291.899994,301.190002,47256900
7/27/2023,310.774261,311.709991,325.350006,309.839996,325.119995,64229200
7/28/2023,324.502991,325.480011,326.200012,314.25,316.880005,39220300
7/31/2023,317.643616,318.600006,325.660004,317.589996,323.690002,25799600
8/1/2023,321.741272,322.709991,324.140015,314.660004,317.540009,22817900
8/2/2023,313.366486,314.309998,318.390015,310.649994,318,20461100
8/3/2023,312.249847,313.190002,315.950012,309.929993,309.929993,15180200
8/4/2023,309.797241,310.730011,318.410004,310.200012,314.959991,17600200
8/7/2023,315.609741,316.559998,317.070007,310.459991,313.230011,16236500
8/8/2023,311.701508,312.640015,317.890015,310.109985,314.399994,15183500
8/9/2023,304.293793,305.209991,313.630005,302.850006,312.880005,19955800
8/10/2023,304.822235,305.73999,312.339996,303.869995,307.940002,14358900
8/11/2023,300.734558,301.640015,304.720001,300.359985,302.570007,13967800
8/14/2023,305.270874,306.190002,306.209991,298.25,300.980011,15641900
8/15/2023,301.04361,301.950012,307.230011,300.029999,306.140015,11623600
8/16/2023,293.406586,294.290009,301.079987,294.279999,300.200012,18547700
8/17/2023,284.234222,285.089996,296.049988,284.950012,293.049988,23950100
8/18/2023,282.399719,283.25,285.690002,274.380005,279.029999,34061200
8/21/2023,289.029755,289.899994,290.5,281.850006,283.450012,20181500
8/22/2023,286.736664,287.600006,292.899994,286.75,292.549988,12999900
8/23/2023,293.35675,294.23999,297.399994,287.670013,288.5,18287000
8/24/2023,285.889252,286.75,299.459991,286.640015,298.5,18360900
8/25/2023,284.642975,285.5,288.390015,276.029999,286.130005,23701400
8/28/2023,289.388702,290.26001,291.450012,285.799988,288,14239300
8/29/2023,297.09549,297.98999,299.149994,288.179993,288.579987,20844500
8/30/2023,294.214172,295.100006,298.290009,293.429993,297.170013,17717000
8/31/2023,295.00177,295.890015,301.100006,295.660004,295.799988,17229900
9/1/2023,295.490295,296.380005,301.73999,294.470001,299.369995,12819800
9/5/2023,299.248993,300.149994,301.390015,295.51001,297.019989,14956000
9/6/2023,298.271973,299.170013,303.299988,295.660004,301.709991,15418100
9/7/2023,297.773438,298.670013,307.049988,292.220001,298,33748700
9/8/2023,296.995789,297.890015,305.25,296.779999,299.220001,17548000
9/11/2023,306.636749,307.559998,309.040009,301.279999,301.410004,19489300
9/12/2023,300.754456,301.660004,308.660004,300.230011,306.329987,13480400
9/13/2023,304.144257,305.059998,307.179993,301.320007,302.359985,13210900
9/14/2023,310.784271,311.720001,312.869995,305.029999,306.73999,19343100
9/15/2023,299.408508,300.309998,312,298.75,311.609985,28106400
9/18/2023,301.641754,302.549988,303.600006,297.799988,298.190002,14234200
9/19/2023,304.154266,305.070007,306.170013,299.809998,302.480011,15924400
9/20/2023,298.770447,299.670013,308.059998,299.429993,305.049988,19379500
9/21/2023,294.842285,295.730011,300.26001,293.269989,295.700012,21300500
9/22/2023,298.18222,299.079987,305.380005,298.269989,299.299988,25369600
9/25/2023,299.926941,300.829987,300.950012,293.700012,295.640015,18987000
9/26/2023,298.062561,298.959991,300.299988,296.01001,297.660004,19417200
9/27/2023,296.846191,297.73999,301.299988,286.790009,300.450012,36429800
9/28/2023,303.047546,303.959991,306.329987,296.700012,298.940002,22167100
9/29/2023,299.308807,300.209991,310.640015,299.359985,307.380005,25356600
10/2/2023,305.898987,306.820007,307.179993,301.630005,302.73999,16265600
10/3/2023,300.036652,300.940002,306.769989,299.640015,304.26001,17362300
10/4/2023,304.662689,305.579987,306.899994,298.5,298.730011,16880500
10/5/2023,303.875092,304.790009,306.209991,299.5,304.630005,19130000
10/6/2023,314.483124,315.429993,316.309998,300.910004,301.440002,21784000
10/9/2023,317.404297,318.359985,320.329987,311.820007,312.5,22503700
10/10/2023,320.873901,321.839996,324.660004,318.160004,319.119995,19038000
10/11/2023,326.835968,327.820007,328.839996,322.950012,323.01001,22036300
10/12/2023,323.18692,324.160004,330.540009,322.690002,328,20530500
10/13/2023,313.745361,314.690002,325.049988,312.369995,323.529999,21341000
10/16/2023,320.185944,321.149994,321.820007,315.519989,318.640015,16536100
10/17/2023,323.027405,324,324.399994,317.299988,318.179993,16387800
10/18/2023,316.018524,316.970001,325.940002,315.559998,321.390015,16851000
10/19/2023,311.871002,312.809998,321.890015,311.75,319.880005,18709200
10/20/2023,307.72348,308.649994,315.299988,306.470001,314.140015,22287400
10/23/2023,313.067413,314.01001,317.359985,307.26001,309.5,17796800
10/24/2023,311.611755,312.549988,318.350006,310.630005,316.779999,19525500
10/25/2023,298.630859,299.529999,310.880005,298.839996,310,42192500
10/26/2023,287.484436,288.350006,295,279.399994,295,66684100
10/27/2023,295.839264,296.730011,299.309998,292.970001,294.480011,29596300
10/30/2023,301.751465,302.660004,309.399994,299.049988,299.089996,28435100
10/31/2023,300.365631,301.269989,303.679993,296.859985,303.309998,19434200
11/1/2023,310.91391,311.850006,312.73999,301.850006,301.850006,20434600
11/2/2023,309.936798,310.869995,318.820007,308.329987,317.299988,21631800
11/3/2023,313.655609,314.600006,315.549988,311.019989,312.549988,16754100
11/6/2023,314.85202,315.799988,318.329987,314.450012,315.980011,12887700
11/7/2023,317.862976,318.820007,321,315.119995,317.059998,14055600
11/8/2023,318.820038,319.779999,321.329987,314.880005,318.140015,13609700
11/9/2023,319.587738,320.549988,324.179993,318.799988,319.420013,16103100
11/10/2023,327.783081,328.769989,329.100006,319.459991,319.940002,19096200
11/13/2023,328.201813,329.190002,332.329987,325.700012,326.200012,16908900
11/14/2023,335.300446,336.309998,338.100006,333.329987,334.540009,17179400
11/15/2023,331.711243,332.709991,338.399994,330.019989,337.929993,14531200
11/16/2023,333.186798,334.190002,334.579987,326.380005,329.369995,18932600
11/17/2023,334.034271,335.040009,335.5,329.350006,330.26001,14494400
11/20/2023,338.949493,339.970001,341.869995,334.190002,334.890015,16960500
11/21/2023,335.968475,336.980011,339.899994,335.899994,338.329987,12027900
11/22/2023,340.464874,341.48999,342.920013,338.579987,339.209991,10702700
11/24/2023,337.214691,338.230011,341.859985,336.769989,340.130005,5467500
11/27/2023,333.695282,334.700012,339.899994,334.200012,336.179993,15684500
11/28/2023,337.972382,338.98999,339.380005,333.399994,333.399994,12637200
11/29/2023,331.20282,332.200012,339.899994,330.779999,339.690002,16024500
11/30/2023,326.167938,327.149994,333.5,322.399994,331.890015,23146400
12/1/2023,323.844971,324.820007,326.859985,320.76001,325.480011,15264700
12/4/2023,319.059357,320.019989,320.859985,313.660004,317.290009,19037100
12/5/2023,317.334564,318.290009,321.880005,315.390015,318.980011,16952100
12/6/2023,316.49707,317.450012,322.25,317.040009,321.929993,11294300
12/7/2023,325.609619,326.589996,328.23999,317.769989,317.769989,15905100
12/8/2023,331.751129,332.75,333.170013,323,323.089996,14077500
12/11/2023,324.303558,325.279999,329.890015,320,329.399994,25802500
12/12/2023,333.216705,334.220001,334.470001,324.559998,324.600006,18485500
12/13/2023,333.735138,334.73999,338.369995,332.640015,333.929993,16353300
12/14/2023,332.169891,333.170013,334.700012,328.640015,333.850006,19607300
12/15/2023,333.914612,334.920013,338.660004,331.220001,331.98999,30001600
12/18/2023,343.58551,344.619995,347.559998,337.019989,337.480011,18993900
12/19/2023,349.308258,350.359985,353.600006,345.119995,345.579987,17729400
12/20/2023,348.231537,349.279999,354.959991,347.790009,348.649994,16369900
12/21/2023,353.0271,354.089996,356.410004,349.209991,352.980011,15289600
12/22/2023,352.329163,353.390015,357.200012,351.220001,355.579987,11764200
12/26/2023,353.764832,354.829987,356.980011,353.450012,354.98999,9898600
12/27/2023,356.755829,357.829987,359,355.309998,356.070007,13207900
12/28/2023,357.244354,358.320007,361.899994,357.809998,359.700012,11798800
12/29/2023,352.897491,353.959991,360,351.820007,358.98999,14980500
